,0
1305,<(B77W) HS-TKV - Altitude: 35000 - Ground Speed: 538 - Heading: 71>
1306,<(B739) N467AS - Altitude: 22150 - Ground Speed: 388 - Heading: 170>
1307,<(GLF4) N/A - Altitude: 2925 - Ground Speed: 184 - Heading: 270>
1308,<(A321) N105NN - Altitude: 32000 - Ground Speed: 374 - Heading: 254>
1309,<(B738) C-FKWJ - Altitude: 35000 - Ground Speed: 427 - Heading: 135>
1310,<(A21N) N445AA - Altitude: 25000 - Ground Speed: 489 - Heading: 81>
1311,<(B738) N358PW - Altitude: 30000 - Ground Speed: 394 - Heading: 273>
1312,<(A320) LZ-LAG - Altitude: 0 - Ground Speed: 4 - Heading: 16>
1313,<(F2TH) N/A - Altitude: 3025 - Ground Speed: 217 - Heading: 86>
1314,<(C182) N/A - Altitude: 6500 - Ground Speed: 81 - Heading: 309>
1315,<(B38M) LN-FGH - Altitude: 39000 - Ground Speed: 487 - Heading: 31>
1316,<(B77L) B-18772 - Altitude: 35000 - Ground Speed: 515 - Heading: 269>
1317,<(B748) LX-VCN - Altitude: 33996 - Ground Speed: 594 - Heading: 39>
1318,<(B772) N210UA - Altitude: 34000 - Ground Speed: 501 - Heading: 237>
1319,<(B788) JA822A - Altitude: 39975 - Ground Speed: 476 - Heading: 221>
1320,<(E295) EC-NEZ - Altitude: 575 - Ground Speed: 127 - Heading: 21>
1321,<(B737) N607AS - Altitude: 38000 - Ground Speed: 432 - Heading: 305>
1322,<(A321) N165US - Altitude: 24250 - Ground Speed: 338 - Heading: 299>
1323,<(B744) B-18722 - Altitude: 31000 - Ground Speed: 521 - Heading: 105>
1324,<(B738) HL8295 - Altitude: 36125 - Ground Speed: 380 - Heading: 263>
1325,<(H25B) N744XP - Altitude: 39000 - Ground Speed: 489 - Heading: 107>
1326,<(A21N) VH-OFE - Altitude: 33025 - Ground Speed: 470 - Heading: 138>
1327,<(H25B) N/A - Altitude: 30350 - Ground Speed: 450 - Heading: 39>
1328,<(GLID) LV-ENY - Altitude: 1683 - Ground Speed: 47 - Heading: 219>
1329,<(GLID) N977TS - Altitude: 672 - Ground Speed: 1 - Heading: 271>
1330,<(B77W) A7-BEP - Altitude: 37000 - Ground Speed: 542 - Heading: 141>
1331,<(T210) N100GK - Altitude: 2625 - Ground Speed: 155 - Heading: 208>
1332,<(B77L) N706GT - Altitude: 38000 - Ground Speed: 433 - Heading: 202>
1333,<(A320) N519JB - Altitude: 37975 - Ground Speed: 386 - Heading: 286>
1334,<(A320) 9H-LOB - Altitude: 23100 - Ground Speed: 342 - Heading: 207>
1335,<(B39M) N37521 - Altitude: 34725 - Ground Speed: 510 - Heading: 74>
1336,<(B789) C-GMKS - Altitude: 37000 - Ground Speed: 474 - Heading: 186>
1337,<(B738) RA-73116 - Altitude: 9275 - Ground Speed: 290 - Heading: 169>
1338,<(B738) N3733Z - Altitude: 2375 - Ground Speed: 131 - Heading: 180>
1339,<(A321) RA-73799 - Altitude: 38025 - Ground Speed: 399 - Heading: 272>
1340,<(GLID) N955TS - Altitude: 672 - Ground Speed: 0 - Heading: 271>
1341,<(B738) N3764D - Altitude: 33975 - Ground Speed: 396 - Heading: 285>
1342,<(SR22) N61GE - Altitude: 15875 - Ground Speed: 112 - Heading: 294>
1343,<(A333) 9M-MTE - Altitude: 36500 - Ground Speed: 505 - Heading: 124>
1344,<(B772) G-RAES - Altitude: 40000 - Ground Speed: 436 - Heading: 344>
1345,<(CL35) N564FX - Altitude: 45000 - Ground Speed: 404 - Heading: 257>
1346,<(SW4) XA-SLW - Altitude: 12100 - Ground Speed: 181 - Heading: 221>
1347,<(A321) TC-JSD - Altitude: 13250 - Ground Speed: 358 - Heading: 85>
1348,<(A333) HS-XTE - Altitude: 37000 - Ground Speed: 503 - Heading: 49>
1349,<(A321) N198UW - Altitude: 34975 - Ground Speed: 462 - Heading: 130>
1350,<(A20N) CS-TVE - Altitude: 4775 - Ground Speed: 174 - Heading: 109>
1351,<(A21N) N603FR - Altitude: 14275 - Ground Speed: 254 - Heading: 275>
1352,<(A333) A4O-DH - Altitude: 35650 - Ground Speed: 579 - Heading: 101>
1353,<(B77W) N728AN - Altitude: 30000 - Ground Speed: 469 - Heading: 311>
1354,<(A320) N603JB - Altitude: 38025 - Ground Speed: 401 - Heading: 263>
1355,<(B738) F-HUYG - Altitude: 38000 - Ground Speed: 392 - Heading: 307>
1356,<(E35L) N650TB - Altitude: 33975 - Ground Speed: 400 - Heading: 249>
1357,<(B77L) A6-EFH - Altitude: 37000 - Ground Speed: 517 - Heading: 146>
1358,<(PC12) HB-FRW - Altitude: 30000 - Ground Speed: 190 - Heading: 213>
1359,<(B738) N596AS - Altitude: 35000 - Ground Speed: 453 - Heading: 138>
1360,<(AS20) LV-DOE - Altitude: 2769 - Ground Speed: 111 - Heading: 246>
1361,<(IL76) RA-76951 - Altitude: 32000 - Ground Speed: 378 - Heading: 241>
1362,<(B738) PH-CDE - Altitude: 38000 - Ground Speed: 398 - Heading: 307>
1363,<(GA8) C-GIPU - Altitude: 2075 - Ground Speed: 114 - Heading: 95>
1364,<(C30J) 19-5927 - Altitude: 0 - Ground Speed: 0 - Heading: 225>
1365,<(A35K) G-XWBF - Altitude: 35996 - Ground Speed: 481 - Heading: 254>
1366,<(F900) N/A - Altitude: 12300 - Ground Speed: 357 - Heading: 114>
1367,<(B39M) HP-9904CMP - Altitude: 34000 - Ground Speed: 429 - Heading: 352>
1368,<(A333) RA-73785 - Altitude: 39000 - Ground Speed: 508 - Heading: 153>
1369,<(M20P) N211MJ - Altitude: 11100 - Ground Speed: 183 - Heading: 122>
1370,<(B788) XA-AMR - Altitude: 39000 - Ground Speed: 512 - Heading: 145>
1371,<(A21N) N412UW - Altitude: 28375 - Ground Speed: 412 - Heading: 248>
1372,<(A20N) 9K-CBJ - Altitude: 0 - Ground Speed: 25 - Heading: 270>
1373,<(GLEX) N/A - Altitude: 34000 - Ground Speed: 454 - Heading: 238>
1374,<(SU95) RA-89079 - Altitude: 34925 - Ground Speed: 401 - Heading: 254>
1375,<(B38M) N27266 - Altitude: 14200 - Ground Speed: 353 - Heading: 110>
1376,<(B77L) B-18773 - Altitude: 0 - Ground Speed: 11 - Heading: 78>
1377,<(A21N) N413AN - Altitude: 32000 - Ground Speed: 407 - Heading: 267>
1378,<(A321) N128AN - Altitude: 0 - Ground Speed: 0 - Heading: 174>
1379,<(BCS3) C-GJXE - Altitude: 0 - Ground Speed: 0 - Heading: 278>
1380,<(A321) N580UW - Altitude: 34000 - Ground Speed: 409 - Heading: 266>
1381,<(CL35) N/A - Altitude: 45000 - Ground Speed: 510 - Heading: 86>
1382,<(B738) N78509 - Altitude: 37200 - Ground Speed: 448 - Heading: 112>
1383,<(B738) G-JZBN - Altitude: 1625 - Ground Speed: 128 - Heading: 245>
1384,<(B739) N900DU - Altitude: 23100 - Ground Speed: 436 - Heading: 162>
1385,<(GLF5) N848JA - Altitude: 34000 - Ground Speed: 445 - Heading: 250>
1386,<(B77W) HS-TTB - Altitude: 30000 - Ground Speed: 482 - Heading: 291>
1387,<(GLF6) N/A - Altitude: 10175 - Ground Speed: 265 - Heading: 166>
1388,<(A21N) TF-PLA - Altitude: 36025 - Ground Speed: 411 - Heading: 218>
1389,<(B738) N549AS - Altitude: 36000 - Ground Speed: 418 - Heading: 273>
1390,<(A388) G-XLEF - Altitude: 38000 - Ground Speed: 476 - Heading: 294>
1391,<(SLG2) N/A - Altitude: 8900 - Ground Speed: 125 - Heading: 135>
1392,<(B737) N268WN - Altitude: 0 - Ground Speed: 14 - Heading: 101>
1393,<(GLF5) N/A - Altitude: 25875 - Ground Speed: 519 - Heading: 82>
1394,<(B739) N53442 - Altitude: 34000 - Ground Speed: 369 - Heading: 254>
1395,<(A20N) SE-ROY - Altitude: 39000 - Ground Speed: 480 - Heading: 20>
1396,<(B77W) RA-73142 - Altitude: 10425 - Ground Speed: 271 - Heading: 348>
1397,<(B744) B-2422 - Altitude: 37000 - Ground Speed: 549 - Heading: 71>
1398,<(A320) G-EZUO - Altitude: 35000 - Ground Speed: 437 - Heading: 197>
1399,<(B38M) PH-TFU - Altitude: 38000 - Ground Speed: 490 - Heading: 43>
1400,<(B738) N845NN - Altitude: 36000 - Ground Speed: 434 - Heading: 300>
1401,<(B739) N413AS - Altitude: 35000 - Ground Speed: 459 - Heading: 127>
1402,<(B738) N917NN - Altitude: 26475 - Ground Speed: 446 - Heading: 116>
1403,<(B77W) F-GSQV - Altitude: 36000 - Ground Speed: 453 - Heading: 246>
1404,<(A321) N199UW - Altitude: 7375 - Ground Speed: 273 - Heading: 263>
1405,<(A321) N586UW - Altitude: 30000 - Ground Speed: 394 - Heading: 278>
1406,<(A320) 9H-VDS - Altitude: 16850 - Ground Speed: 377 - Heading: 293>
1407,<(A321) C-GEZN - Altitude: 35050 - Ground Speed: 504 - Heading: 112>
1408,<(A321) N126DN - Altitude: 36025 - Ground Speed: 378 - Heading: 285>
1409,<(B789) PH-BHM - Altitude: 38000 - Ground Speed: 462 - Heading: 274>
1410,<(A21N) N411AN - Altitude: 33000 - Ground Speed: 517 - Heading: 85>
1411,<(B77W) B-18051 - Altitude: 33000 - Ground Speed: 631 - Heading: 57>
1412,<(B737) N421LV - Altitude: 33800 - Ground Speed: 506 - Heading: 84>
1413,<(C750) N953TJ - Altitude: 0 - Ground Speed: 0 - Heading: 196>
1414,<(B77L) HZ-AK72 - Altitude: 34000 - Ground Speed: 450 - Heading: 288>
1415,<(B738) C-FRWA - Altitude: 37000 - Ground Speed: 459 - Heading: 163>
1416,<(A320) D-AIUU - Altitude: 10300 - Ground Speed: 314 - Heading: 69>
1417,<(A20N) N921NK - Altitude: 0 - Ground Speed: 1 - Heading: 343>
1418,<(B788) ET-AOT - Altitude: 35975 - Ground Speed: 498 - Heading: 272>
1419,<(FA50) N/A - Altitude: 35050 - Ground Speed: 453 - Heading: 95>
1420,<(B763) N251AZ - Altitude: 1900 - Ground Speed: 123 - Heading: 217>
1421,<(BCS3) N3065J - Altitude: 10800 - Ground Speed: 342 - Heading: 190>
1422,<(B39M) HP-9916CMP - Altitude: 36000 - Ground Speed: 453 - Heading: 319>
1423,<(B763) N185DN - Altitude: 34000 - Ground Speed: 457 - Heading: 255>
1424,<(A20N) SE-ROD - Altitude: 0 - Ground Speed: 1 - Heading: 22>
1425,<(C208) N124RF - Altitude: 19200 - Ground Speed: 180 - Heading: 180>
1426,<(B738) A6-FGA - Altitude: 38000 - Ground Speed: 387 - Heading: 276>
1427,<(GLF6) N/A - Altitude: 43000 - Ground Speed: 442 - Heading: 241>
1428,<(A359) B-30CW - Altitude: 37004 - Ground Speed: 565 - Heading: 61>
1429,<(B77W) TC-LJA - Altitude: 32000 - Ground Speed: 495 - Heading: 296>
1430,<(A320) N640JB - Altitude: 2825 - Ground Speed: 273 - Heading: 340>
1431,<(B762) N740AX - Altitude: 37000 - Ground Speed: 446 - Heading: 163>
1432,<(B738) S2-AJD - Altitude: 36000 - Ground Speed: 398 - Heading: 275>
1433,<(A21N) C-GOIM - Altitude: 33000 - Ground Speed: 465 - Heading: 205>
1434,<(A320) N213FR - Altitude: 0 - Ground Speed: 0 - Heading: 351>
1435,<(A20N) XA-VRJ - Altitude: 36000 - Ground Speed: 463 - Heading: 203>
1436,<(A320) A6-AOS - Altitude: 36000 - Ground Speed: 410 - Heading: 278>
1437,<(B39M) N37534 - Altitude: 35000 - Ground Speed: 431 - Heading: 179>
1438,<(A319) N806AW - Altitude: 5750 - Ground Speed: 255 - Heading: 19>
1439,<(A21N) A4O-OXA - Altitude: 38000 - Ground Speed: 430 - Heading: 296>
1440,<(A333) B-300P - Altitude: 11350 - Ground Speed: 301 - Heading: 194>
1441,<(A320) N117UW - Altitude: 4575 - Ground Speed: 274 - Heading: 27>
1442,<(B737) N29717 - Altitude: 31000 - Ground Speed: 490 - Heading: 41>
1443,<(A388) A6-EEY - Altitude: 41000 - Ground Speed: 537 - Heading: 111>
1444,<(B39M) N973AK - Altitude: 33000 - Ground Speed: 523 - Heading: 76>
1445,<(A20N) EC-NCF - Altitude: 3575 - Ground Speed: 152 - Heading: 290>
1446,<(A320) G-EZOK - Altitude: 37000 - Ground Speed: 434 - Heading: 188>
1447,<(T210) N6546N - Altitude: 8300 - Ground Speed: 125 - Heading: 202>
1448,<(GL5T) CS-GLY - Altitude: 41008 - Ground Speed: 453 - Heading: 243>
1449,<(A343) D-AIGZ - Altitude: 32100 - Ground Speed: 414 - Heading: 313>
1450,<(B722) N725CK - Altitude: 0 - Ground Speed: 0 - Heading: 270>
1451,<(C172) N/A - Altitude: 0 - Ground Speed: 6 - Heading: 227>
1452,<(B763) UK67004 - Altitude: 37025 - Ground Speed: 486 - Heading: 41>
1453,<(E55P) N/A - Altitude: 7275 - Ground Speed: 233 - Heading: 326>
1454,<(B39M) N936AK - Altitude: 36000 - Ground Speed: 425 - Heading: 257>
1455,<(B738) G-GDFY - Altitude: 1000 - Ground Speed: 141 - Heading: 317>
1456,<(A20N) VT-IZC - Altitude: 36600 - Ground Speed: 364 - Heading: 283>
1457,<(C206) N183ME - Altitude: 9275 - Ground Speed: 148 - Heading: 112>
1458,<(A321) N967JT - Altitude: 34000 - Ground Speed: 391 - Heading: 251>
1459,<(A321) N121DZ - Altitude: 33975 - Ground Speed: 350 - Heading: 281>
1460,<(A321) N315DN - Altitude: 28275 - Ground Speed: 462 - Heading: 261>
1461,<(B789) HL7209 - Altitude: 37000 - Ground Speed: 621 - Heading: 82>
1462,<(A359) B-18916 - Altitude: 41000 - Ground Speed: 466 - Heading: 151>
1463,<(A359) EC-NVR - Altitude: 37996 - Ground Speed: 403 - Heading: 266>
1464,<(B744) N356KD - Altitude: 37000 - Ground Speed: 555 - Heading: 97>
1465,<(B738) N35260 - Altitude: 35700 - Ground Speed: 471 - Heading: 96>
1466,<(320) N/A - Altitude: 28200 - Ground Speed: 438 - Heading: 107>
1467,<(A20N) N385FR - Altitude: 35975 - Ground Speed: 401 - Heading: 267>
1468,<(B738) F-HUYE - Altitude: 36000 - Ground Speed: 452 - Heading: 303>
1469,<(A333) D-AJFK - Altitude: 6900 - Ground Speed: 217 - Heading: 250>
1470,<(A20N) VT-IZK - Altitude: 35050 - Ground Speed: 444 - Heading: 129>
1471,<(B38M) PH-TFR - Altitude: 38000 - Ground Speed: 414 - Heading: 306>
1472,<(A333) B-8863 - Altitude: 14800 - Ground Speed: 348 - Heading: 227>
1473,<(A20N) CC-DBJ - Altitude: 39000 - Ground Speed: 452 - Heading: 33>
1474,<(B738) SU-TMP - Altitude: 37000 - Ground Speed: 491 - Heading: 142>
1475,<(B77W) N2748U - Altitude: 32000 - Ground Speed: 460 - Heading: 309>
1476,<(B38M) SE-RNF - Altitude: 38000 - Ground Speed: 486 - Heading: 35>
1477,<(A20N) HK-5378 - Altitude: 35975 - Ground Speed: 487 - Heading: 307>
1478,<(DV20) C-FSXF - Altitude: 1200 - Ground Speed: 100 - Heading: 34>
1479,<(PA31) C-GKSI - Altitude: 1300 - Ground Speed: 126 - Heading: 215>
1480,<(B789) A7-BHD - Altitude: 7600 - Ground Speed: 280 - Heading: 133>
1481,<(A21N) VT-IMH - Altitude: 0 - Ground Speed: 0 - Heading: 104>
1482,<(A359) 9V-SHU - Altitude: 40000 - Ground Speed: 535 - Heading: 132>
1483,<(A359) B-30AL - Altitude: 37000 - Ground Speed: 476 - Heading: 138>
1484,<(B77W) RA-73141 - Altitude: 36000 - Ground Speed: 411 - Heading: 310>
1485,<(A320) D-AICH - Altitude: 36000 - Ground Speed: 474 - Heading: 37>
1486,<(A20N) RA-73453 - Altitude: 37025 - Ground Speed: 470 - Heading: 90>
1487,<(A332) N389HA - Altitude: 37996 - Ground Speed: 469 - Heading: 226>
1488,<(B763) N1093A - Altitude: 36000 - Ground Speed: 406 - Heading: 261>
1489,<(A320) C-GFCI - Altitude: 33625 - Ground Speed: 428 - Heading: 279>
1490,<(A20N) VT-IIN - Altitude: 4775 - Ground Speed: 257 - Heading: 272>
1491,<(A333) F-HROK - Altitude: 38000 - Ground Speed: 476 - Heading: 190>
1492,<(A320) N485UA - Altitude: 36000 - Ground Speed: 444 - Heading: 182>
1493,<(A21N) N400AN - Altitude: 1050 - Ground Speed: 2 - Heading: 90>
1494,<(A321) N368DN - Altitude: 29000 - Ground Speed: 430 - Heading: 131>
1495,<(B38M) C-FNAX - Altitude: 17875 - Ground Speed: 328 - Heading: 192>
1496,<(A21N) RP-C4122 - Altitude: 11750 - Ground Speed: 271 - Heading: 200>
1497,<(B77L) D-ALFK - Altitude: 31000 - Ground Speed: 496 - Heading: 28>
1498,<(B738) ZS-FGB - Altitude: 0 - Ground Speed: 1 - Heading: 343>
1499,<(A321) N946JL - Altitude: 34000 - Ground Speed: 415 - Heading: 349>
