,0
654,<(A333) 9H-VDC - Altitude: 41000 - Ground Speed: 480 - Heading: 84>
655,<(B738) C-FUSM - Altitude: 31975 - Ground Speed: 356 - Heading: 309>
656,<(A333) B-8287 - Altitude: 39000 - Ground Speed: 500 - Heading: 124>
657,<(B763) N656UA - Altitude: 36000 - Ground Speed: 456 - Heading: 249>
658,<(A321) N926UW - Altitude: 0 - Ground Speed: 0 - Heading: 92>
659,<(B748) HL7624 - Altitude: 33000 - Ground Speed: 580 - Heading: 109>
660,<(GLEX) CS-GLA - Altitude: 45020 - Ground Speed: 453 - Heading: 224>
661,<(B752) N548US - Altitude: 35975 - Ground Speed: 418 - Heading: 273>
662,<(B77L) A7-BFO - Altitude: 0 - Ground Speed: 8 - Heading: 247>
663,<(B77W) A6-ENM - Altitude: 25050 - Ground Speed: 445 - Heading: 111>
664,<(B77W) A6-ECZ - Altitude: 0 - Ground Speed: 9 - Heading: 120>
665,<(A339) N401DZ - Altitude: 38175 - Ground Speed: 500 - Heading: 82>
666,<(B763) JU-1021 - Altitude: 37000 - Ground Speed: 487 - Heading: 104>
667,<(A21N) EI-LRF - Altitude: 4525 - Ground Speed: 155 - Heading: 200>
668,<(B748) N618UP - Altitude: 0 - Ground Speed: 52 - Heading: 90>
669,<(B763) N677UA - Altitude: 34000 - Ground Speed: 443 - Heading: 250>
670,<(A388) A6-EOG - Altitude: 50 - Ground Speed: 142 - Heading: 301>
671,<(A333) EI-EIK - Altitude: 39000 - Ground Speed: 514 - Heading: 234>
672,<(B77W) A6-EPS - Altitude: 37000 - Ground Speed: 566 - Heading: 112>
673,<(C680) N690VM - Altitude: 0 - Ground Speed: 0 - Heading: 132>
674,<(A333) TC-JNR - Altitude: 38000 - Ground Speed: 408 - Heading: 288>
675,<(B77W) G-STBG - Altitude: 0 - Ground Speed: 14 - Heading: 149>
676,<(B738) N870NN - Altitude: 5425 - Ground Speed: 97 - Heading: 220>
677,<(B77L) B-2096 - Altitude: 33000 - Ground Speed: 533 - Heading: 114>
678,<(A320) N570JB - Altitude: 0 - Ground Speed: 1 - Heading: 230>
679,<(A321) N111ZM - Altitude: 3400 - Ground Speed: 206 - Heading: 263>
680,<(A332) VH-EBV - Altitude: 37000 - Ground Speed: 476 - Heading: 151>
681,<(A388) A6-EOZ - Altitude: 16975 - Ground Speed: 267 - Heading: 292>
682,<(B748) N859GT - Altitude: 34000 - Ground Speed: 437 - Heading: 236>
683,<(A339) PK-LEU - Altitude: 35000 - Ground Speed: 484 - Heading: 120>
684,<(A332) EI-EJL - Altitude: 38000 - Ground Speed: 445 - Heading: 247>
685,<(B788) VH-VKD - Altitude: 40975 - Ground Speed: 499 - Heading: 157>
686,<(A321) N556UW - Altitude: 10975 - Ground Speed: 283 - Heading: 282>
687,<(A388) A6-EOU - Altitude: 40000 - Ground Speed: 451 - Heading: 237>
688,<(B77W) F-GSQP - Altitude: 34000 - Ground Speed: 475 - Heading: 231>
689,<(B77W) A6-EGP - Altitude: 35000 - Ground Speed: 545 - Heading: 147>
690,<(C172) N20HT - Altitude: 7075 - Ground Speed: 81 - Heading: 251>
691,<(B763) N1602 - Altitude: 32000 - Ground Speed: 494 - Heading: 3>
692,<(B738) LN-ENR - Altitude: 37000 - Ground Speed: 444 - Heading: 239>
693,<(MD11) N603FE - Altitude: 33000 - Ground Speed: 524 - Heading: 69>
694,<(B77W) A7-BEC - Altitude: 9750 - Ground Speed: 302 - Heading: 173>
695,<(A388) B-6139 - Altitude: 37004 - Ground Speed: 548 - Heading: 69>
696,<(B77L) A6-EFN - Altitude: 32000 - Ground Speed: 453 - Heading: 264>
697,<(B77W) A6-EQJ - Altitude: 14400 - Ground Speed: 323 - Heading: 36>
698,<(A359) 9V-SHN - Altitude: 43000 - Ground Speed: 488 - Heading: 214>
699,<(B77W) N2534U - Altitude: 7125 - Ground Speed: 244 - Heading: 253>
700,<(A359) 9V-SHL - Altitude: 39000 - Ground Speed: 572 - Heading: 116>
701,<(B772) PH-BQE - Altitude: 7950 - Ground Speed: 280 - Heading: 132>
702,<(B772) RA-73331 - Altitude: 1850 - Ground Speed: 149 - Heading: 344>
703,<(F2TH) N/A - Altitude: 45000 - Ground Speed: 446 - Heading: 122>
704,<(B789) JA885A - Altitude: 38975 - Ground Speed: 466 - Heading: 248>
705,<(P28A) N7064W - Altitude: 8350 - Ground Speed: 67 - Heading: 280>
706,<(A321) N113AN - Altitude: 34000 - Ground Speed: 428 - Heading: 226>
707,<(GLF6) N/A - Altitude: 10000 - Ground Speed: 291 - Heading: 254>
708,<(B789) N24980 - Altitude: 33975 - Ground Speed: 474 - Heading: 255>
709,<(A332) N382HA - Altitude: 38000 - Ground Speed: 421 - Heading: 254>
710,<(B77W) RA-73278 - Altitude: 31000 - Ground Speed: 532 - Heading: 142>
711,<(A332) A7-ACS - Altitude: 40000 - Ground Speed: 399 - Heading: 282>
712,<(A21N) HA-LZN - Altitude: 36000 - Ground Speed: 432 - Heading: 305>
713,<(B77W) A6-ENN - Altitude: 37100 - Ground Speed: 556 - Heading: 93>
714,<(B77W) 9K-AOI - Altitude: 37000 - Ground Speed: 531 - Heading: 140>
715,<(B772) N795AN - Altitude: 32000 - Ground Speed: 484 - Heading: 248>
716,<(B772) N795UA - Altitude: 38000 - Ground Speed: 483 - Heading: 264>
717,<(B38M) N8778Q - Altitude: 36000 - Ground Speed: 409 - Heading: 263>
718,<(B77W) PH-BVS - Altitude: 28750 - Ground Speed: 479 - Heading: 180>
719,<(A20N) A9C-TF - Altitude: 375 - Ground Speed: 128 - Heading: 302>
720,<(B77L) N868FD - Altitude: 37000 - Ground Speed: 517 - Heading: 68>
721,<(B738) SU-GDX - Altitude: 0 - Ground Speed: 14 - Heading: 227>
722,<(A332) LV-KAN - Altitude: 39000 - Ground Speed: 473 - Heading: 148>
723,<(A21N) N204HA - Altitude: 4050 - Ground Speed: 235 - Heading: 335>
724,<(B38M) A6-FMB - Altitude: 13000 - Ground Speed: 350 - Heading: 297>
725,<(A332) PR-AIV - Altitude: 40000 - Ground Speed: 442 - Heading: 325>
726,<(A332) N370HA - Altitude: 36325 - Ground Speed: 418 - Heading: 271>
727,<(B38M) C-GRAG - Altitude: 0 - Ground Speed: 22 - Heading: 213>
728,<(A333) PH-AKD - Altitude: 4900 - Ground Speed: 167 - Heading: 148>
729,<(B737) VT-SFE - Altitude: 0 - Ground Speed: 0 - Heading: 194>
730,<(B763) C-FGSJ - Altitude: 37000 - Ground Speed: 514 - Heading: 96>
731,<(B77L) A7-BFP - Altitude: 27600 - Ground Speed: 454 - Heading: 90>
732,<(B77W) A6-EQO - Altitude: 19700 - Ground Speed: 279 - Heading: 249>
733,<(B772) G-VIIH - Altitude: 40000 - Ground Speed: 488 - Heading: 246>
734,<(B712) N946AT - Altitude: 34000 - Ground Speed: 419 - Heading: 287>
735,<(B789) PH-BHP - Altitude: 35988 - Ground Speed: 460 - Heading: 232>
736,<(B738) XA-DRA - Altitude: 0 - Ground Speed: 15 - Heading: 132>
737,<(B77W) A6-EQP - Altitude: 37000 - Ground Speed: 540 - Heading: 147>
738,<(B789) A6-BLV - Altitude: 40975 - Ground Speed: 549 - Heading: 147>
739,<(A333) C-GEFA - Altitude: 34975 - Ground Speed: 491 - Heading: 354>
740,<(A320) N466UA - Altitude: 29575 - Ground Speed: 457 - Heading: 208>
741,<(B77W) A7-BAG - Altitude: 35000 - Ground Speed: 544 - Heading: 153>
742,<(A321) N990JL - Altitude: 0 - Ground Speed: 0 - Heading: 270>
743,<(B788) A7-BCU - Altitude: 0 - Ground Speed: 11 - Heading: 115>
744,<(B739) N237AK - Altitude: 14825 - Ground Speed: 357 - Heading: 102>
745,<(GL5T) N114QS - Altitude: 45000 - Ground Speed: 478 - Heading: 136>
746,<(B737) N27722 - Altitude: 700 - Ground Speed: 136 - Heading: 209>
747,<(B748) HL7623 - Altitude: 33000 - Ground Speed: 527 - Heading: 67>
748,<(B738) N512AS - Altitude: 0 - Ground Speed: 0 - Heading: 303>
749,<(B739) N281AK - Altitude: 100 - Ground Speed: 9 - Heading: 1>
750,<(C172) N967LT - Altitude: 0 - Ground Speed: 19 - Heading: 357>
751,<(P68) N300LF - Altitude: 8300 - Ground Speed: 119 - Heading: 84>
752,<(B788) A7-BCT - Altitude: 38975 - Ground Speed: 562 - Heading: 152>
753,<(B744) ER-BAM - Altitude: 41100 - Ground Speed: 548 - Heading: 102>
754,<(B77W) A6-ENC - Altitude: 9200 - Ground Speed: 289 - Heading: 119>
755,<(B77W) JA785A - Altitude: 34000 - Ground Speed: 563 - Heading: 98>
756,<(B77L) HL8046 - Altitude: 33000 - Ground Speed: 526 - Heading: 71>
757,<(B738) N276EA - Altitude: 40000 - Ground Speed: 445 - Heading: 343>
758,<(B788) A7-BDB - Altitude: 27950 - Ground Speed: 546 - Heading: 140>
759,<(A339) CS-TUP - Altitude: 38000 - Ground Speed: 469 - Heading: 254>
760,<(A321) N109NN - Altitude: 26975 - Ground Speed: 473 - Heading: 72>
761,<(B752) N974FD - Altitude: 0 - Ground Speed: 0 - Heading: 139>
762,<(B38M) N8767M - Altitude: 1650 - Ground Speed: 152 - Heading: 54>
763,<(B744) N537CA - Altitude: 45000 - Ground Speed: 488 - Heading: 130>
764,<(B77L) A6-EFJ - Altitude: 39000 - Ground Speed: 540 - Heading: 145>
765,<(A20N) CC-AZN - Altitude: 10400 - Ground Speed: 298 - Heading: 5>
766,<(B788) A7-BCV - Altitude: 28975 - Ground Speed: 508 - Heading: 144>
767,<(B763) CC-CZZ - Altitude: 11775 - Ground Speed: 220 - Heading: 25>
768,<(B738) N514AS - Altitude: 21000 - Ground Speed: 396 - Heading: 97>
769,<(B738) N584AS - Altitude: 36000 - Ground Speed: 441 - Heading: 277>
770,<(B77L) B-2092 - Altitude: 35000 - Ground Speed: 468 - Heading: 97>
771,<(A388) A7-APG - Altitude: 25125 - Ground Speed: 497 - Heading: 140>
772,<(A359) D-AIXI - Altitude: 38025 - Ground Speed: 457 - Heading: 249>
773,<(A21N) N927VA - Altitude: 0 - Ground Speed: 0 - Heading: 25>
774,<(B77W) A6-EBR - Altitude: 7075 - Ground Speed: 252 - Heading: 152>
775,<(B77W) G-STBP - Altitude: 34004 - Ground Speed: 450 - Heading: 234>
776,<(BE20) N/A - Altitude: 35000 - Ground Speed: 284 - Heading: 110>
777,<(B772) G-YMMO - Altitude: 39000 - Ground Speed: 566 - Heading: 138>
778,<(B77W) 9K-AOM - Altitude: 39100 - Ground Speed: 554 - Heading: 110>
779,<(A333) OH-LTO - Altitude: 41000 - Ground Speed: 519 - Heading: 159>
780,<(A359) A7-ALR - Altitude: 39000 - Ground Speed: 592 - Heading: 102>
781,<(B744) LX-RCV - Altitude: 35100 - Ground Speed: 534 - Heading: 132>
782,<(B78X) 9V-SCD - Altitude: 39000 - Ground Speed: 501 - Heading: 227>
783,<(B78X) 9V-SCN - Altitude: 39975 - Ground Speed: 490 - Heading: 219>
784,<(A359) 9V-SHM - Altitude: 41000 - Ground Speed: 497 - Heading: 125>
785,<(C750) N/A - Altitude: 39425 - Ground Speed: 441 - Heading: 243>
786,<(B789) C-FAJA - Altitude: 37000 - Ground Speed: 435 - Heading: 136>
787,<(A332) N858NW - Altitude: 36000 - Ground Speed: 459 - Heading: 274>
788,<(B38M) XA-CCO - Altitude: 2050 - Ground Speed: 214 - Heading: 154>
789,<(B738) N910NN - Altitude: 0 - Ground Speed: 15 - Heading: 90>
790,<(A332) PH-AOC - Altitude: 38025 - Ground Speed: 476 - Heading: 241>
791,<(B77W) A7-BAU - Altitude: 20975 - Ground Speed: 466 - Heading: 136>
792,<(B77W) B-18055 - Altitude: 30000 - Ground Speed: 449 - Heading: 272>
793,<(B77W) RA-73147 - Altitude: 33000 - Ground Speed: 516 - Heading: 112>
794,<(A321) OH-LZH - Altitude: 11700 - Ground Speed: 390 - Heading: 47>
795,<(B772) PH-BQM - Altitude: 32100 - Ground Speed: 426 - Heading: 316>
796,<(A359) RP-C3501 - Altitude: 39000 - Ground Speed: 573 - Heading: 69>
797,<(C750) N/A - Altitude: 6400 - Ground Speed: 256 - Heading: 147>
798,<(B772) G-VIIU - Altitude: 41000 - Ground Speed: 562 - Heading: 142>
799,<(B38M) C-GELQ - Altitude: 2000 - Ground Speed: 180 - Heading: 123>
800,<(A319) TS-IMO - Altitude: 0 - Ground Speed: 7 - Heading: 67>
801,<(B77W) N732AN - Altitude: 32000 - Ground Speed: 442 - Heading: 211>
802,<(FA7X) N/A - Altitude: 40400 - Ground Speed: 462 - Heading: 350>
803,<(A21N) N2043J - Altitude: 32975 - Ground Speed: 505 - Heading: 181>
804,<(A321) OE-LBF - Altitude: 0 - Ground Speed: 0 - Heading: 25>
805,<(B763) N313UP - Altitude: 16675 - Ground Speed: 325 - Heading: 197>
806,<(B744) OE-IFB - Altitude: 36100 - Ground Speed: 420 - Heading: 272>
807,<(A35K) F-HSIS - Altitude: 38000 - Ground Speed: 468 - Heading: 243>
808,<(C130) 165316 - Altitude: 27075 - Ground Speed: 358 - Heading: 79>
809,<(A35K) G-XWBJ - Altitude: 40000 - Ground Speed: 469 - Heading: 207>
810,<(A320) N110UW - Altitude: 31975 - Ground Speed: 345 - Heading: 338>
811,<(B78X) G-ZBLB - Altitude: 33996 - Ground Speed: 518 - Heading: 231>
812,<(B77W) B-16727 - Altitude: 33584 - Ground Speed: 557 - Heading: 71>
813,<(CL2T) CN-ATN - Altitude: 11900 - Ground Speed: 44 - Heading: 116>
814,<(CL60) T7-VIP1 - Altitude: 25800 - Ground Speed: 394 - Heading: 274>
815,<(B78X) N13013 - Altitude: 36000 - Ground Speed: 440 - Heading: 246>
816,<(B77W) B-16715 - Altitude: 32000 - Ground Speed: 436 - Heading: 273>
817,<(BE33) N21WS - Altitude: 16425 - Ground Speed: 77 - Heading: 309>
818,<(A333) OH-LTP - Altitude: 20000 - Ground Speed: 361 - Heading: 191>
819,<(B39M) N946AK - Altitude: 10825 - Ground Speed: 310 - Heading: 113>
820,<(A320) HC-CSF - Altitude: 0 - Ground Speed: 0 - Heading: 90>
821,<(B738) N528AS - Altitude: 36000 - Ground Speed: 371 - Heading: 277>
822,<(B738) A6-FER - Altitude: 38000 - Ground Speed: 429 - Heading: 189>
823,<(B738) SU-GEJ - Altitude: 15975 - Ground Speed: 370 - Heading: 4>
824,<(B738) C-GWUX - Altitude: 3075 - Ground Speed: 204 - Heading: 123>
825,<(A321) N151UW - Altitude: 0 - Ground Speed: 0 - Heading: 132>
826,<(A21N) N403AN - Altitude: 35025 - Ground Speed: 479 - Heading: 168>
827,<(B772) HL7756 - Altitude: 35100 - Ground Speed: 519 - Heading: 96>
828,<(B788) A7-BCD - Altitude: 41000 - Ground Speed: 534 - Heading: 95>
829,<(A359) N510DN - Altitude: 30000 - Ground Speed: 465 - Heading: 255>
830,<(B77W) A6-ECE - Altitude: 0 - Ground Speed: 7 - Heading: 168>
831,<(A388) A6-EVQ - Altitude: 41000 - Ground Speed: 544 - Heading: 144>
832,<(A333) 9M-MTB - Altitude: 38000 - Ground Speed: 509 - Heading: 127>
833,<(B752) N67134 - Altitude: 0 - Ground Speed: 0 - Heading: 227>
834,<(B77W) A6-EPD - Altitude: 37000 - Ground Speed: 581 - Heading: 108>
835,<(B77L) D-AALM - Altitude: 32000 - Ground Speed: 426 - Heading: 271>
836,<(B788) OO-LOE - Altitude: 38000 - Ground Speed: 473 - Heading: 230>
837,<(A321) OY-TCD - Altitude: 29200 - Ground Speed: 446 - Heading: 76>
838,<(M20T) N906T - Altitude: 0 - Ground Speed: 14 - Heading: 180>
839,<(E55P) N328GV - Altitude: 2275 - Ground Speed: 167 - Heading: 188>
840,<(A359) EC-NBO - Altitude: 38000 - Ground Speed: 477 - Heading: 253>
841,<(GLF4) N/A - Altitude: 6525 - Ground Speed: 244 - Heading: 280>
842,<(A320) D-AIUW - Altitude: 1950 - Ground Speed: 142 - Heading: 249>
843,<(B77W) TC-JJV - Altitude: 32000 - Ground Speed: 468 - Heading: 308>
844,<(A320) HZ-ASD - Altitude: 5450 - Ground Speed: 270 - Heading: 144>
845,<(B738) N8567Z - Altitude: 35000 - Ground Speed: 521 - Heading: 80>
846,<(B77W) A6-EBK - Altitude: 6450 - Ground Speed: 246 - Heading: 151>
847,<(A388) A7-APH - Altitude: 41000 - Ground Speed: 561 - Heading: 138>
848,<(A20N) D-AENB - Altitude: 37975 - Ground Speed: 450 - Heading: 35>
849,<(A359) EI-IFE - Altitude: 39000 - Ground Speed: 528 - Heading: 76>
850,<(B77W) TC-LJK - Altitude: 32000 - Ground Speed: 490 - Heading: 305>
851,<(BCS3) YL-CSB - Altitude: 37000 - Ground Speed: 451 - Heading: 70>
852,<(A310) YA-CAV - Altitude: 3950 - Ground Speed: 187 - Heading: 181>
853,<(B744) N473MC - Altitude: 36000 - Ground Speed: 470 - Heading: 306>
854,<(A320) A7-AHY - Altitude: 3450 - Ground Speed: 186 - Heading: 341>
855,<(B77W) 9K-AOC - Altitude: 36000 - Ground Speed: 456 - Heading: 286>
856,<(B789) JA922A - Altitude: 40975 - Ground Speed: 579 - Heading: 52>
857,<(B744) TC-MCT - Altitude: 41096 - Ground Speed: 511 - Heading: 140>
858,<(A320) N595JB - Altitude: 11050 - Ground Speed: 273 - Heading: 175>
859,<(B77W) A7-BAH - Altitude: 12300 - Ground Speed: 340 - Heading: 171>
860,<(B752) N819DX - Altitude: 14225 - Ground Speed: 376 - Heading: 279>
861,<(B789) B-1357 - Altitude: 35000 - Ground Speed: 499 - Heading: 145>
862,<(B763) N186DN - Altitude: 38000 - Ground Speed: 450 - Heading: 226>
863,<(B77W) F-GSQH - Altitude: 36000 - Ground Speed: 485 - Heading: 202>
864,<(B06) N654HA - Altitude: 850 - Ground Speed: 43 - Heading: 319>
865,<(A321) N567UW - Altitude: 0 - Ground Speed: 0 - Heading: 343>
866,<(B788) JA841J - Altitude: 39975 - Ground Speed: 485 - Heading: 260>
867,<(B789) F-HRBG - Altitude: 37000 - Ground Speed: 439 - Heading: 25>
868,<(B789) G-ZBKR - Altitude: 35996 - Ground Speed: 497 - Heading: 241>
869,<(B789) A7-BHC - Altitude: 38975 - Ground Speed: 522 - Heading: 83>
870,<(N/A) N559CR - Altitude: 1100 - Ground Speed: 40 - Heading: 150>
871,<(A359) F-HTYM - Altitude: 38000 - Ground Speed: 426 - Heading: 256>
872,<(A21N) N216HA - Altitude: 26100 - Ground Speed: 452 - Heading: 271>
873,<(B748) LX-VCM - Altitude: 3450 - Ground Speed: 236 - Heading: 209>
874,<(B738) C-FWSE - Altitude: 0 - Ground Speed: 0 - Heading: 84>
875,<(B77W) A7-BEK - Altitude: 36000 - Ground Speed: 454 - Heading: 301>
876,<(A21N) G-EIRH - Altitude: 32000 - Ground Speed: 433 - Heading: 250>
877,<(B748) D-ABYL - Altitude: 30992 - Ground Speed: 475 - Heading: 243>
878,<(A333) TC-JNZ - Altitude: 38000 - Ground Speed: 412 - Heading: 289>
879,<(E190) N945UW - Altitude: 0 - Ground Speed: 0 - Heading: 340>
880,<(B39M) N37518 - Altitude: 35025 - Ground Speed: 448 - Heading: 132>
881,<(A339) CS-TUR - Altitude: 36000 - Ground Speed: 459 - Heading: 199>
882,<(B772) N779AN - Altitude: 36000 - Ground Speed: 495 - Heading: 246>
883,<(A21N) G-WUKR - Altitude: 5100 - Ground Speed: 216 - Heading: 144>
884,<(C172) N54VA - Altitude: 10075 - Ground Speed: 126 - Heading: 93>
885,<(A388) A6-EVG - Altitude: 40000 - Ground Speed: 418 - Heading: 288>
886,<(A359) VN-A894 - Altitude: 39000 - Ground Speed: 626 - Heading: 58>
887,<(B77L) ET-ARI - Altitude: 37000 - Ground Speed: 509 - Heading: 161>
888,<(B748) N860GT - Altitude: 1725 - Ground Speed: 157 - Heading: 359>
889,<(B38M) VT-MXH - Altitude: 2200 - Ground Speed: 180 - Heading: 102>
890,<(B38M) N1801U - Altitude: 38000 - Ground Speed: 394 - Heading: 268>
891,<(A333) RP-C8789 - Altitude: 39000 - Ground Speed: 474 - Heading: 139>
892,<(A320) A6-ANC - Altitude: 650 - Ground Speed: 135 - Heading: 302>
893,<(A35K) G-VTEA - Altitude: 41000 - Ground Speed: 469 - Heading: 252>
894,<(B77L) A6-EWF - Altitude: 37000 - Ground Speed: 564 - Heading: 109>
895,<(B752) N6711M - Altitude: 0 - Ground Speed: 0 - Heading: 59>
896,<(A21N) N423AN - Altitude: 0 - Ground Speed: 2 - Heading: 261>
897,<(A333) A7-AEN - Altitude: 175 - Ground Speed: 132 - Heading: 338>
898,<(B763) G-DHLL - Altitude: 37075 - Ground Speed: 540 - Heading: 102>
899,<(B739) N293AK - Altitude: 35000 - Ground Speed: 426 - Heading: 119>
900,<(B763) N174FE - Altitude: 0 - Ground Speed: 29 - Heading: 180>
901,<(BCS3) C-GJXW - Altitude: 0 - Ground Speed: 6 - Heading: 22>
902,<(CL60) OY-INV - Altitude: 0 - Ground Speed: 0 - Heading: 331>
903,<(B789) G-ZBKK - Altitude: 38000 - Ground Speed: 470 - Heading: 254>
904,<(B39M) HP-9905CMP - Altitude: 36000 - Ground Speed: 447 - Heading: 328>
905,<(A332) N360HA - Altitude: 0 - Ground Speed: 10 - Heading: 326>
906,<(B77W) 9V-SWH - Altitude: 35000 - Ground Speed: 553 - Heading: 125>
907,<(A21N) RP-C4126 - Altitude: 0 - Ground Speed: 0 - Heading: 225>
908,<(E35L) N/A - Altitude: 0 - Ground Speed: 4 - Heading: 205>
909,<(CL60) D-AFAA - Altitude: 38000 - Ground Speed: 439 - Heading: 213>
910,<(CL60) N/A - Altitude: 37000 - Ground Speed: 432 - Heading: 247>
911,<(B738) N77530 - Altitude: 5450 - Ground Speed: 162 - Heading: 281>
912,<(B77W) A6-EGE - Altitude: 36000 - Ground Speed: 432 - Heading: 274>
913,<(B77L) A6-DDE - Altitude: 37100 - Ground Speed: 551 - Heading: 62>
914,<(B748) B-LJB - Altitude: 35975 - Ground Speed: 479 - Heading: 280>
915,<(B764) N66051 - Altitude: 32000 - Ground Speed: 454 - Heading: 243>
916,<(A321) N984JB - Altitude: 35025 - Ground Speed: 466 - Heading: 129>
917,<(A333) RA-73786 - Altitude: 28625 - Ground Speed: 393 - Heading: 337>
918,<(B789) JA872J - Altitude: 38975 - Ground Speed: 574 - Heading: 51>
919,<(B38M) D-AMAX - Altitude: 38000 - Ground Speed: 492 - Heading: 52>
920,<(A21N) N447AN - Altitude: 32975 - Ground Speed: 475 - Heading: 90>
921,<(B788) VP-BBR - Altitude: 31050 - Ground Speed: 416 - Heading: 282>
922,<(B738) VH-YIH - Altitude: 0 - Ground Speed: 26 - Heading: 106>
923,<(B788) EC-MMX - Altitude: 40008 - Ground Speed: 460 - Heading: 245>
924,<(A320) A7-AHR - Altitude: 16900 - Ground Speed: 402 - Heading: 17>
925,<(B763) N194DN - Altitude: 35000 - Ground Speed: 559 - Heading: 73>
926,<(B763) N16065 - Altitude: 0 - Ground Speed: 0 - Heading: 357>
927,<(A21N) A6-ATF - Altitude: 1975 - Ground Speed: 161 - Heading: 296>
928,<(B773) HL7573 - Altitude: 35000 - Ground Speed: 556 - Heading: 22>
929,<(B789) 9V-OJE - Altitude: 41000 - Ground Speed: 556 - Heading: 49>
930,<(A333) LN-RKT - Altitude: 38000 - Ground Speed: 420 - Heading: 233>
931,<(BCS1) N140DU - Altitude: 0 - Ground Speed: 0 - Heading: 64>
932,<(B788) UK78705 - Altitude: 41000 - Ground Speed: 501 - Heading: 125>
933,<(A319) N847UA - Altitude: 5575 - Ground Speed: 196 - Heading: 129>
934,<(A319) N9025B - Altitude: 0 - Ground Speed: 0 - Heading: 320>
935,<(A20N) N/A - Altitude: 38025 - Ground Speed: 417 - Heading: 292>
936,<(A333) 9M-MTD - Altitude: 39000 - Ground Speed: 520 - Heading: 129>
937,<(BCS1) N143DU - Altitude: 0 - Ground Speed: 1 - Heading: 270>
938,<(B738) SE-RPG - Altitude: 37000 - Ground Speed: 470 - Heading: 52>
939,<(A319) N714US - Altitude: 34000 - Ground Speed: 336 - Heading: 304>
940,<(A320) A6-AUF - Altitude: 32000 - Ground Speed: 390 - Heading: 296>
941,<(A21N) N208HA - Altitude: 35025 - Ground Speed: 432 - Heading: 226>
942,<(B788) G-ZBJF - Altitude: 41000 - Ground Speed: 580 - Heading: 100>
943,<(N/A) N/A - Altitude: 11900 - Ground Speed: 29 - Heading: 181>
944,<(B744) B-2437 - Altitude: 37000 - Ground Speed: 513 - Heading: 111>
945,<(B77L) B-2071 - Altitude: 33000 - Ground Speed: 472 - Heading: 108>
946,<(C700) N823QS - Altitude: 0 - Ground Speed: 0 - Heading: 180>
947,<(B752) TF-FIH - Altitude: 1375 - Ground Speed: 117 - Heading: 89>
948,<(B772) F-GSPK - Altitude: 41000 - Ground Speed: 554 - Heading: 146>
949,<(B788) EC-MLT - Altitude: 38996 - Ground Speed: 468 - Heading: 246>
950,<(B739) N477AS - Altitude: 29500 - Ground Speed: 430 - Heading: 117>
951,<(B738) N8324A - Altitude: 2625 - Ground Speed: 208 - Heading: 165>
952,<(B752) N722TW - Altitude: 9225 - Ground Speed: 198 - Heading: 57>
953,<(A21N) N422AN - Altitude: 32975 - Ground Speed: 459 - Heading: 165>
954,<(B789) JA868J - Altitude: 41075 - Ground Speed: 595 - Heading: 93>
955,<(A333) 9M-MTO - Altitude: 38000 - Ground Speed: 450 - Heading: 295>
956,<(B77W) HL8250 - Altitude: 35000 - Ground Speed: 512 - Heading: 21>
957,<(C68A) CS-LTQ - Altitude: 43000 - Ground Speed: 444 - Heading: 50>
958,<(A320) N779JB - Altitude: 33975 - Ground Speed: 377 - Heading: 246>
959,<(B789) JA899A - Altitude: 39075 - Ground Speed: 602 - Heading: 106>
960,<(B738) G-GDFS - Altitude: 37000 - Ground Speed: 477 - Heading: 359>
961,<(A319) C-FYNS - Altitude: 35250 - Ground Speed: 445 - Heading: 226>
962,<(A339) CS-TKH - Altitude: 40000 - Ground Speed: 507 - Heading: 38>
963,<(B77W) PT-MUG - Altitude: 35000 - Ground Speed: 478 - Heading: 153>
964,<(B38M) C-FSDQ - Altitude: 35000 - Ground Speed: 538 - Heading: 86>
965,<(N/A) N/A - Altitude: 8400 - Ground Speed: 123 - Heading: 89>
966,<(E550) FAB3603 - Altitude: 4475 - Ground Speed: 204 - Heading: 147>
967,<(B789) JA879A - Altitude: 38975 - Ground Speed: 529 - Heading: 42>
968,<(B737) N15751 - Altitude: 35000 - Ground Speed: 390 - Heading: 272>
969,<(B763) N177FE - Altitude: 0 - Ground Speed: 0 - Heading: 90>
970,<(A319) N9008U - Altitude: 5800 - Ground Speed: 143 - Heading: 175>
971,<(A20N) RA-73456 - Altitude: 37000 - Ground Speed: 487 - Heading: 106>
972,<(B788) A7-BCM - Altitude: 1825 - Ground Speed: 164 - Heading: 338>
973,<(B788) SP-LRH - Altitude: 38975 - Ground Speed: 547 - Heading: 122>
974,<(A21N) N2142J - Altitude: 33025 - Ground Speed: 502 - Heading: 79>
975,<(A332) N386HA - Altitude: 7850 - Ground Speed: 264 - Heading: 249>
976,<(CL30) N/A - Altitude: 43000 - Ground Speed: 430 - Heading: 184>
977,<(B738) VH-YIJ - Altitude: 37000 - Ground Speed: 431 - Heading: 132>
978,<(TRIN) CC-KWG - Altitude: 3182 - Ground Speed: 81 - Heading: 212>
979,<(B38M) LV-GVE - Altitude: 37000 - Ground Speed: 431 - Heading: 167>
980,<(B738) A6-FEC - Altitude: 2425 - Ground Speed: 165 - Heading: 301>
981,<(B738) PH-HXE - Altitude: 1875 - Ground Speed: 139 - Heading: 183>
982,<(A319) N9012 - Altitude: 0 - Ground Speed: 0 - Heading: 73>
